"cbsa","zcta5","cbsaname15","zipname","pop16","afact"
"CBSA (current)","ZIP census tabulation area","2015 CBSA name","ZCTA name","Population (2016 est.)","cbsa to zcta5 allocation factor"
" ","02554"," ","Nantucket, MA",10661.7,0.001 
" ","02564"," ","Siasconset, MA",335.478,0 
" ","02584"," ","Nantucket, MA",10.822,0 
" ","03227"," ","Center Sandwich, NH",914.767,0 
" ","03254"," ","Moultonborough, NH",3999.262,0 
" ","03259"," ","North Sandwich, NH",363.929,0 
" ","03579"," ","Errol, NH",101.903,0 
" ","03812"," ","Bartlett, NH (PO Boxes)",814.884,0 
" ","03813"," ","Center Conway, NH",3214.046,0 
" ","03814"," ","Center Ossipee, NH",2303.235,0 
" ","03816"," ","Center Tuftonboro, NH",1352.866,0 
" ","03817"," ","Chocorua, NH",567.65,0 
" ","03818"," ","Conway, NH",3764.884,0 
" ","03830"," ","East Wakefield, NH",1592.189,0 
" ","03832"," ","Eaton Center, NH",390.63,0 
" ","03836"," ","Freedom, NH",1472.528,0 
" ","03838"," ","Glen, NH",1019.594,0 
" ","03845"," ","Intervale, NH",980.037,0 
" ","03846"," ","Jackson, NH",790.161,0 
" ","03847"," ","North Conway, NH",290.748,0 
" ","03849"," ","Madison, NH",1567.465,0 
" ","03850"," ","Melvin Village, NH",367.885,0 
" ","03853"," ","Mirror Lake, NH",595.34,0 
" ","03860"," ","North Conway, NH",4011.129,0 
" ","03864"," ","Ossipee, NH",1677.238,0 
" ","03872"," ","Sanbornville, NH",3766.862,0 
" ","03875"," ","Silver Lake, NH",823.785,0 
" ","03882"," ","Effingham, NH",1448.793,0 
" ","03883"," ","South Tamworth, NH",176.031,0 
" ","03886"," ","Tamworth, NH",2088.635,0 
" ","03887"," ","Union, NH",366.896,0 
" ","03890"," ","West Ossipee, NH",323.382,0 
" ","03894"," ","Wolfeboro, NH",6244.15,0 
" ","04010"," ","Brownfield, ME",1579.99,0 
" ","04022"," ","Denmark, ME",1135.772,0 
" ","04037"," ","Fryeburg, ME",3793.163,0 
" ","04040"," ","Harrison, ME",373.974,0 
" ","04041"," ","Hiram, ME",1595.819,0 
" ","04051"," ","Lovell, ME",1140.719,0 
" ","04068"," ","Porter, ME",1488.97,0 
" ","04088"," ","Waterford, ME",1499.853,0 
" ","04216"," ","Andover, ME",633.183,0 
" ","04217"," ","Bethel, ME",3276.723,0 
" ","04219"," ","Bryant Pond, ME",1456.321,0 
" ","04220"," ","Buckfield, ME",3044.226,0 
" ","04221"," ","Canton, ME",1086.305,0 
" ","04224"," ","Dixfield, ME",2999.496,0 
" ","04226"," ","East Andover, ME",187.976,0 
" ","04227"," ","East Dixfield, ME (PO Boxes)",78.159,0 
" ","04231"," ","Stoneham, ME",233.486,0 
" ","04234"," ","East Wilton, ME (PO Boxes)",163.812,0 
" ","04237"," ","Hanover, ME",235.465,0 
" ","04238"," ","Hebron, ME",1400.918,0 
" ","04239"," ","Jay, ME",4730.072,0 
" ","04255"," ","Greenwood, ME",793.458,0 
" ","04257"," ","Mexico, ME",2652.444,0 
" ","04261"," ","Newry, ME",439.271,0 
" ","04267"," ","North Waterford, ME (PO Boxes)",36.606,0 
" ","04268"," ","Norway, ME",4969.498,0 
" ","04270"," ","Oxford, ME",5817.37,0 
" ","04271"," ","Paris, ME (PO Boxes)",66.286,0 
" ","04275"," ","Roxbury, ME",508.525,0 
" ","04276"," ","Rumford, ME",5778.785,0 
" ","04281"," ","South Paris, ME",5061.508,0 
" ","04285"," ","Weld, ME",422.206,0 
" ","04286"," ","West Bethel, ME",46.499,0 
" ","04289"," ","West Paris, ME",1795.668,0 
" ","04290"," ","Peru, ME",1524.586,0 
" ","04292"," ","Sumner, ME",937.903,0 
" ","04294"," ","Wilton, ME",3895.411,0 
" ","04342"," ","Dresden, ME",1660.306,0 
" ","04348"," ","Jefferson, ME",2955.185,0 
" ","04353"," ","Whitefield, ME",2283.913,0 
" ","04354"," ","Palermo, ME",1557.875,0 
" ","04406"," ","Abbot, ME",786.679,0 
" ","04408"," ","Aurora, ME",176.003,0 
" ","04413"," ","Brookton, ME",187.613,0 
" ","04414"," ","Brownville, ME",1198.749,0 
" ","04415"," ","Brownville Junction, ME (PO Boxes)",265.108,0 
" ","04416"," ","Bucksport, ME",5468.1,0 
" ","04421"," ","Castine, ME",1366.025,0 
" ","04424"," ","Danforth, ME",785.061,0 
" ","04426"," ","Dover-Foxcroft, ME",4533.73,0 
" ","04429"," ","Holden, ME",1641.03,0 
" ","04431"," ","East Orland, ME (PO Boxes)",81.001,0 
" ","04438"," ","Frankfort, ME",1140.75,0 
" ","04441"," ","Greenville, ME",1767.386,0 
" ","04442"," ","Greenville Junction, ME (PO Boxes)",89.33,0 
" ","04443"," ","Guilford, ME",2436.88,0 
" ","04451"," ","Kingman, ME",74.701,0 
" ","04454"," ","Lambert Lake, ME (PO Boxes)",66.047,0 
" ","04459"," ","Mattawamkeag, ME",81.32,0 
" ","04460"," ","Medway, ME",13.238,0 
" ","04462"," ","Millinocket, ME",48.027,0 
" ","04463"," ","Milo, ME",2734.646,0 
" ","04464"," ","Monson, ME",657.007,0 
" ","04471"," ","Orient, ME",575.86,0 
" ","04472"," ","Orland, ME",2144.039,0 
" ","04476"," ","Penobscot, ME",1259.023,0 
" ","04478"," ","Rockwood, ME",308.056,0 
" ","04479"," ","Sangerville, ME",1290,0 
" ","04481"," ","Sebec, ME",536.94,0 
" ","04485"," ","Shirley Mills, ME",223.805,0 
" ","04490"," ","Topsfield, ME",261.318,0 
" ","04491"," ","Vanceboro, ME (PO Boxes)",134.009,0 
" ","04492"," ","Waite, ME",158.896,0 
" ","04496"," ","Winterport, ME",3812.988,0 
" ","04497"," ","Wytopitlock, ME",324.335,0 
" ","04535"," ","Alna, ME",704.041,0 
" ","04537"," ","Boothbay, ME",2058.501,0 
" ","04538"," ","Boothbay Harbor, ME",2065.452,0 
" ","04539"," ","Bristol, ME",1159.831,0 
" ","04541"," ","Chamberlain, ME",79.44,0 
" ","04543"," ","Damariscotta, ME",2202.487,0 
" ","04544"," ","East Boothbay, ME",718.936,0 
" ","04547"," ","Friendship, ME",1152.232,0 
" ","04551"," ","Bremen, ME",800.363,0 
" ","04553"," ","Newcastle, ME",1739.746,0 
" ","04554"," ","New Harbor, ME",705.034,0 
" ","04555"," ","Nobleboro, ME",1631.508,0 
" ","04556"," ","Edgecomb, ME",1240.264,0 
" ","04558"," ","Pemaquid, ME",305.846,0 
" ","04563"," ","Cushing, ME",1534.309,0 
" ","04564"," ","Round Pond, ME",485.58,0 
" ","04568"," ","South Bristol, ME",388.265,0 
" ","04570"," ","Squirrel Island, ME",1.986,0 
" ","04571"," ","Trevett, ME",320.741,0 
" ","04572"," ","Waldoboro, ME",5039.504,0 
" ","04573"," ","Walpole, ME",497.496,0 
" ","04574"," ","Washington, ME",1510.304,0 
" ","04575"," ","West Boothbay Harbor, ME (PO Boxes)",84.405,0 
" ","04576"," ","Southport, ME",599.775,0 
" ","04578"," ","Wiscasset, ME",4418.876,0 
" ","04605"," ","Ellsworth, ME",12974.238,0.001 
" ","04606"," ","Addison, ME",1217.568,0 
" ","04607"," ","Gouldsboro, ME",1182.022,0 
" ","04609"," ","Bar Harbor, ME",5222.096,0 
" ","04611"," ","Beals, ME (PO Boxes)",486.261,0 
" ","04612"," ","Bernard, ME",589.011,0 
" ","04613"," ","Birch Harbor, ME",183.003,0 
" ","04614"," ","Blue Hill, ME",2579.047,0 
" ","04616"," ","Brooklin, ME",824.015,0 
" ","04617"," ","Brooksville, ME",811.015,0 
" ","04619"," ","Calais, ME",2987.444,0 
" ","04622"," ","Cherryfield, ME",1354.316,0 
" ","04623"," ","Columbia Falls, ME",1008.896,0 
" ","04624"," ","Corea, ME",184.003,0 
" ","04625"," ","Cranberry Isles, ME (PO Boxes)",47.001,0 
" ","04626"," ","Cutler, ME",485.304,0 
" ","04627"," ","Deer Isle, ME",1636.03,0 
" ","04628"," ","Dennysville, ME",672.917,0 
" ","04629"," ","East Blue Hill, ME",107.002,0 
" ","04630"," ","East Machias, ME",1338.176,0 
" ","04631"," ","Eastport, ME",1274.043,0 
" ","04634"," ","Franklin, ME",1923.035,0 
" ","04635"," ","Frenchboro, ME (PO Boxes)",61.001,0 
" ","04637"," ","Grand Lake Stream, ME",130.18,0 
" ","04640"," ","Hancock, ME",2261.042,0 
" ","04642"," ","Harborside, ME",123.002,0 
" ","04643"," ","Harrington, ME",974.437,0 
" ","04644"," ","Hulls Cove, ME (PO Boxes)",13,0 
" ","04645"," ","Isle Au Haut, ME",73.015,0 
" ","04646"," ","Islesford, ME (PO Boxes)",94.002,0 
" ","04648"," ","Jonesboro, ME",555.18,0 
" ","04649"," ","Jonesport, ME",1311.374,0 
" ","04650"," ","Little Deer Isle, ME",235.004,0 
" ","04652"," ","Lubec, ME",1617.68,0 
" ","04653"," ","Bass Harbor, ME",490.009,0 
" ","04654"," ","Machias, ME",3277.477,0 
" ","04655"," ","Machiasport, ME",1071.115,0 
" ","04657"," ","Meddybemps, ME",347.466,0 
" ","04658"," ","Milbridge, ME",1295.101,0 
" ","04660"," ","Mount Desert, ME",1309.024,0 
" ","04662"," ","Northeast Harbor, ME (PO Boxes)",488.009,0 
" ","04664"," ","Sullivan, ME",1238.023,0 
" ","04666"," ","Pembroke, ME",1121.847,0 
" ","04667"," ","Perry, ME",1567.905,0 
" ","04668"," ","Princeton, ME",1608.108,0 
" ","04669"," ","Prospect Harbor, ME",204.004,0 
" ","04671"," ","Robbinston, ME",551.351,0 
" ","04673"," ","Sargentville, ME",112.002,0 
" ","04674"," ","Seal Cove, ME",484.009,0 
" ","04675"," ","Seal Harbor, ME (PO Boxes)",253.005,0 
" ","04676"," ","Sedgwick, ME",1088.02,0 
" ","04677"," ","Sorrento, ME",274.005,0 
" ","04679"," ","Southwest Harbor, ME",1767.032,0 
" ","04680"," ","Steuben, ME",1082.601,0 
" ","04681"," ","Stonington, ME",1043.019,0 
" ","04683"," ","Sunset, ME",104.002,0 
" ","04684"," ","Surry, ME",1466.027,0 
" ","04685"," ","Swans Island, ME",332.006,0 
" ","04686"," ","Wesley, ME",109.122,0 
" ","04691"," ","Whiting, ME",422.128,0 
" ","04693"," ","Winter Harbor, ME",516.009,0 
" ","04694"," ","Baileyville, ME",2274.324,0 
" ","04730"," ","Houlton, ME",9448.258,0.001 
" ","04732"," ","Ashland, ME",1579.122,0 
" ","04733"," ","Benedicta, ME",193.844,0 
" ","04734"," ","Blaine, ME (PO Boxes)",756.466,0 
" ","04735"," ","Bridgewater, ME",583.424,0 
" ","04736"," ","Caribou, ME",9338.571,0.001 
" ","04739"," ","Eagle Lake, ME",1051.488,0 
" ","04740"," ","Easton, ME",1216.964,0 
" ","04741"," ","Estcourt Station, ME",2.837,0 
" ","04742"," ","Fort Fairfield, ME",3305.756,0 
" ","04743"," ","Fort Kent, ME",4421.543,0 
" ","04745"," ","Frenchville, ME",1023.12,0 
" ","04746"," ","Grand Isle, ME",444.424,0 
" ","04747"," ","Island Falls, ME",1264.244,0 
" ","04750"," ","Limestone, ME",2461.351,0 
" ","04756"," ","Madawaska, ME",3162.027,0 
" ","04757"," ","Mapleton, ME",2713.821,0 
" ","04758"," ","Mars Hill, ME",1416.482,0 
" ","04760"," ","Monticello, ME",751.738,0 
" ","04761"," ","New Limerick, ME",500.213,0 
" ","04762"," ","New Sweden, ME",569.241,0 
" ","04763"," ","Oakfield, ME",686.493,0 
" ","04764"," ","Oxbow, ME",62.408,0 
" ","04765"," ","Patten, ME",19.857,0 
" ","04766"," ","Perham, ME",364.995,0 
" ","04768"," ","Portage, ME (PO Boxes)",378.233,0 
" ","04769"," ","Presque Isle, ME",9164.584,0 
" ","04772"," ","Saint Agatha, ME",720.534,0 
" ","04773"," ","Saint David, ME",683.656,0 
" ","04774"," ","Saint Francis, ME",690.275,0 
" ","04776"," ","Sherman, ME",874.664,0 
" ","04779"," ","Sinclair, ME",376.342,0 
" ","04780"," ","Smyrna Mills, ME",764.03,0 
" ","04781"," ","Wallagrass, ME",529.526,0 
" ","04783"," ","Stockholm, ME",402.818,0 
" ","04785"," ","Van Buren, ME",2367.738,0 
" ","04786"," ","Washburn, ME",1862.797,0 
" ","04787"," ","Westfield, ME",514.397,0 
" ","04841"," ","Rockland, ME",7298.469,0 
" ","04843"," ","Camden, ME",4851.977,0 
" ","04847"," ","Hope, ME",1536.309,0 
" ","04848"," ","Islesboro, ME",574.435,0 
" ","04849"," ","Lincolnville, ME",3738.9,0 
" ","04851"," ","Matinicus, ME (PO Boxes)",75.015,0 
" ","04852"," ","Monhegan, ME (PO Boxes)",68.517,0 
" ","04853"," ","North Haven, ME",354.071,0 
" ","04854"," ","Owls Head, ME",1580.318,0 
" ","04855"," ","Port Clyde, ME (PO Boxes)",307.062,0 
" ","04856"," ","Rockport, ME",3330.67,0 
" ","04858"," ","South Thomaston, ME",1533.309,0 
" ","04859"," ","Spruce Head, ME",724.146,0 
" ","04860"," ","Tenants Harbor, ME",1591.32,0 
" ","04861"," ","Thomaston, ME",2781.56,0 
" ","04862"," ","Union, ME",3592.723,0 
" ","04863"," ","Vinalhaven, ME",1165.235,0 
" ","04864"," ","Warren, ME",4751.957,0 
" ","04911"," ","Anson, ME",2082.301,0 
" ","04912"," ","Athens, ME",1021.654,0 
" ","04915"," ","Belfast, ME",8937.23,0 
" ","04920"," ","Bingham, ME",1669.936,0 
" ","04921"," ","Brooks, ME",1616.739,0 
" ","04922"," ","Burnham, ME",1181.346,0 
" ","04923"," ","Cambridge, ME",469.883,0 
" ","04924"," ","Canaan, ME",2217.807,0 
" ","04925"," ","Caratunk, ME",73.115,0 
" ","04929"," ","Detroit, ME",815.958,0 
" ","04930"," ","Dexter, ME",389.944,0 
" ","04936"," ","Eustis, ME",254.494,0 
" ","04937"," ","Fairfield, ME",6477.946,0 
" ","04938"," ","Farmington, ME",9622.981,0.001 
" ","04940"," ","Farmington Falls, ME (PO Boxes)",115.058,0 
" ","04941"," ","Freedom, ME",1777.094,0 
" ","04942"," ","Harmony, ME",1288.568,0 
" ","04943"," ","Hartland, ME",1746.95,0 
" ","04944"," ","Hinckley, ME (PO Boxes)",40.944,0 
" ","04945"," ","Jackman, ME",1210.776,0 
" ","04947"," ","Kingfield, ME",1805.832,0 
" ","04949"," ","Liberty, ME",926.606,0 
" ","04950"," ","Madison, ME",4732.946,0 
" ","04951"," ","Monroe, ME",919.501,0 
" ","04952"," ","Morrill, ME",1856.256,0 
" ","04955"," ","New Sharon, ME",1328.047,0 
" ","04956"," ","New Vineyard, ME",741.054,0 
" ","04957"," ","Norridgewock, ME",4157.779,0 
" ","04958"," ","North Anson, ME",1904.877,0 
" ","04961"," ","New Portland, ME",947.564,0 
" ","04964"," ","Oquossoc, ME (PO Boxes)",215.505,0 
" ","04965"," ","Palmyra, ME",1926.324,0 
" ","04966"," ","Phillips, ME",1640.07,0 
" ","04967"," ","Pittsfield, ME",4123.659,0 
" ","04970"," ","Rangeley, ME",1579.616,0 
" ","04971"," ","Saint Albans, ME",1954.595,0 
" ","04973"," ","Searsmont, ME",1409.699,0 
" ","04974"," ","Searsport, ME",2649.91,0 
" ","04975"," ","Shawmut, ME (PO Boxes)",46.793,0 
" ","04976"," ","Skowhegan, ME",9654.041,0.001 
" ","04978"," ","Smithfield, ME",778.913,0 
" ","04979"," ","Solon, ME",1037.251,0 
" ","04981"," ","Stockton Springs, ME",2350.514,0 
" ","04982"," ","Stratton, ME",614.295,0 
" ","04983"," ","Strong, ME",1708.325,0 
" ","04984"," ","Temple, ME",509.962,0 
" ","04985"," ","West Forks, ME",111.134,0 
" ","04986"," ","Thorndike, ME",1746.647,0 
" ","04987"," ","Troy, ME",1045.349,0 
" ","04988"," ","Unity, ME",2122.161,0 
" ","04992"," ","Farmington, ME",100.432,0 
" ","05042"," ","East Ryegate, VT",587.679,0 
" ","05046"," ","Groton, VT",1106.391,0 
" ","05050"," ","Mc Indoe Falls, VT (PO Boxes)",141.82,0 
" ","05069"," ","South Ryegate, VT",499.285,0 
" ","05101"," ","Bellows Falls, VT",4500.309,0 
" ","05141"," ","Cambridgeport, VT (PO Boxes)",108.558,0 
" ","05143"," ","Chester, VT",597.069,0 
" ","05146"," ","Grafton, VT",726.951,0 
" ","05148"," ","Londonderry, VT",1009.007,0 
" ","05154"," ","Saxtons River, VT",640.686,0 
" ","05155"," ","South Londonderry, VT",796.738,0 
" ","05158"," ","Westminster, VT",1016.762,0 
" ","05301"," ","Brattleboro, VT",16303.078,0.001 
" ","05341"," ","East Dover, VT",394.492,0 
" ","05342"," ","Jacksonville, VT",563.144,0 
" ","05343"," ","Jamaica, VT",888.818,0 
" ","05345"," ","Newfane, VT",2053.878,0 
" ","05346"," ","Putney, VT",5024.682,0 
" ","05353"," ","Townshend, VT",1039.055,0 
" ","05354"," ","Vernon, VT",2142.081,0 
" ","05355"," ","Wardsboro, VT",788.014,0 
" ","05356"," ","West Dover, VT",694.965,0 
" ","05358"," ","West Halifax, VT",143.452,0 
" ","05359"," ","West Townshend, VT",575.745,0 
" ","05360"," ","West Wardsboro, VT",243.286,0 
" ","05361"," ","Whitingham, VT",917.896,0 
" ","05362"," ","Williamsville, VT",123.097,0 
" ","05363"," ","Wilmington, VT",1853.239,0 
" ","05442"," ","Belvidere Center, VT",350.884,0 
" ","05443"," ","Bristol, VT",6680.946,0 
" ","05444"," ","Cambridge, VT",827.01,0 
" ","05456"," ","Ferrisburgh, VT",1281.786,0 
" ","05461"," ","Hinesburg, VT",146.547,0 
" ","05464"," ","Jeffersonville, VT",2896.087,0 
" ","05471"," ","Montgomery Center, VT",30.581,0 
" ","05472"," ","New Haven, VT",1649.158,0 
" ","05473"," ","North Ferrisburgh, VT",1418.296,0 
" ","05487"," ","Starksboro, VT",1473.502,0 
" ","05491"," ","Vergennes, VT",5931.146,0 
" ","05492"," ","Waterville, VT",705.908,0 
" ","05652"," ","Eden, VT",803.204,0 
" ","05653"," ","Eden Mills, VT",566.176,0 
" ","05655"," ","Hyde Park, VT",2968.541,0 
" ","05656"," ","Johnson, VT",3630.977,0 
" ","05657"," ","Lake Elmore, VT",57.963,0 
" ","05661"," ","Morrisville, VT",5817.016,0 
" ","05669"," ","Roxbury, VT",18.067,0 
" ","05672"," ","Stowe, VT",4465.232,0 
" ","05680"," ","Wolcott, VT",2244.002,0 
" ","05733"," ","Brandon, VT",1187.434,0 
" ","05734"," ","Bridport, VT",1310.895,0 
" ","05740"," ","East Middlebury, VT",25.094,0 
" ","05747"," ","Granville, VT",281.049,0 
" ","05748"," ","Hancock, VT",324.211,0 
" ","05753"," ","Middlebury, VT",10530.319,0.001 
" ","05760"," ","Orwell, VT",1083.044,0 
" ","05766"," ","Ripton, VT (PO Boxes)",574.144,0 
" ","05769"," ","Salisbury, VT",1220.557,0 
" ","05770"," ","Shoreham, VT",1140.258,0 
" ","05778"," ","Whiting, VT",682.549,0 
" ","05819"," ","St. Johnsbury, VT",9173.627,0.001 
" ","05820"," ","Albany, VT",653.054,0 
" ","05821"," ","Barnet, VT",1232.67,0 
" ","05822"," ","Barton, VT",1847.688,0 
" ","05824"," ","Concord, VT",260.327,0 
" ","05825"," ","Coventry, VT",188.419,0 
" ","05826"," ","Craftsbury, VT",969.716,0 
" ","05827"," ","Craftsbury Common, VT",304.824,0 
" ","05828"," ","Danville, VT",1872.803,0 
" ","05829"," ","Derby, VT",1975.931,0 
" ","05830"," ","Derby Line, VT",1481.702,0 
" ","05832"," ","East Burke, VT",953.886,0 
" ","05833"," ","East Charleston, VT",269.311,0 
" ","05836"," ","East Hardwick, VT",1037.424,0 
" ","05837"," ","East Haven, VT",61.196,0 
" ","05839"," ","Glover, VT",764.527,0 
" ","05841"," ","Greensboro, VT",419.257,0 
" ","05842"," ","Greensboro Bend, VT",511.892,0 
" ","05843"," ","Hardwick, VT",2467.282,0 
" ","05845"," ","Irasburg, VT",1081.189,0 
" ","05847"," ","Lowell, VT",867.121,0 
" ","05850"," ","Lyndon Center, VT",224.387,0 
" ","05851"," ","Lyndonville, VT",6341.109,0 
" ","05853"," ","Morgan, VT",701.392,0 
" ","05855"," ","Newport, VT",7073.105,0 
" ","05857"," ","Newport Center, VT",1519.188,0 
" ","05859"," ","North Troy, VT",1794.418,0 
" ","05860"," ","Orleans, VT",2522.445,0 
" ","05862"," ","Peacham, VT",345.808,0 
" ","05866"," ","Sheffield, VT",711.044,0 
" ","05867"," ","Sutton, VT",873.262,0 
" ","05868"," ","Troy, VT",359.081,0 
" ","05871"," ","West Burke, VT",1591.106,0 
" ","05872"," ","West Charleston, VT",778.337,0 
" ","05873"," ","West Danville, VT",655.675,0 
" ","05874"," ","Westfield, VT",498.175,0 
" ","05875"," ","West Glover, VT",447.865,0 
" ","10940"," ","Middletown, NY",611.55,0 
" ","12015"," ","Athens, NY",2905.245,0 
" ","12032"," ","Caroga Lake, NY",8.453,0 
" ","12042"," ","Climax, NY",261.569,0 
" ","12046"," ","Coeymans Hollow, NY",27.991,0 
" ","12051"," ","Coxsackie, NY",6823.948,0 
" ","12058"," ","Earlton, NY",1394.711,0 
" ","12083"," ","Greenville, NY",2421.681,0 
" ","12087"," ","Hannacroix, NY",903.425,0 
" ","12093"," ","Jefferson, NY",327.333,0 
" ","12108"," ","Lake Pleasant, NY",390.71,0 
" ","12120"," ","Medusa, NY",26.06,0 
" ","12124"," ","New Baltimore, NY (PO Boxes)",584.91,0 
" ","12134"," ","Northville, NY",558.828,0 
" ","12139"," ","Piseco, NY",277.066,0 
" ","12143"," ","Ravena, NY",314.654,0 
" ","12155"," ","Schenevus, NY",125.24,0 
" ","12164"," ","Speculator, NY",342.81,0 
" ","12167"," ","Stamford, NY",1612.945,0 
" ","12176"," ","Surprise, NY",191.109,0 
" ","12190"," ","Wells, NY (PO Boxes)",633.025,0 
" ","12192"," ","West Coxsackie, NY",1662.071,0 
" ","12405"," ","Acra, NY",752.854,0 
" ","12406"," ","Arkville, NY",679.334,0 
" ","12407"," ","Ashland, NY",166.979,0 
" ","12413"," ","Cairo, NY",2845.403,0 
" ","12414"," ","Catskill, NY",10144.229,0.001 
" ","12418"," ","Cornwallville, NY",518.311,0 
" ","12421"," ","Denver, NY",445.932,0 
" ","12422"," ","Durham, NY",327.202,0 
" ","12423"," ","East Durham, NY",1058.822,0 
" ","12424"," ","East Jewett, NY",241.299,0 
" ","12427"," ","Elka Park, NY",555.954,0 
" ","12430"," ","Fleischmanns, NY",1137.09,0 
" ","12431"," ","Freehold, NY",1332.938,0 
" ","12434"," ","Grand Gorge, NY",712.542,0 
" ","12436"," ","Haines Falls, NY (PO Boxes)",402.487,0 
" ","12438"," ","Halcottsville, NY (PO Boxes)",55.979,0 
" ","12439"," ","Hensonville, NY",294.385,0 
" ","12441"," ","Highmount, NY (PO Boxes)",44.593,0 
" ","12442"," ","Hunter, NY",919.833,0 
" ","12444"," ","Jewett, NY",479.703,0 
" ","12450"," ","Lanesville, NY",176.631,0 
" ","12451"," ","Leeds, NY",1615.741,0 
" ","12452"," ","Lexington, NY (PO Boxes)",205.587,0 
" ","12454"," ","Maplecrest, NY",286.664,0 
" ","12455"," ","Margaretville, NY",1836.86,0 
" ","12458"," ","Napanoch, NY",132.149,0 
" ","12459"," ","New Kingston, NY (PO Boxes)",152.755,0 
" ","12460"," ","Oak Hill, NY",267.36,0 
" ","12463"," ","Palenville, NY",1432.354,0 
" ","12465"," ","Pine Hill, NY",4.744,0 
" ","12468"," ","Prattsville, NY",999.026,0 
" ","12469"," ","Preston-Potter Hollow, NY",29.921,0 
" ","12470"," ","Purling, NY",517.346,0 
" ","12473"," ","Round Top, NY",831.035,0 
" ","12474"," ","Roxbury, NY",1102.495,0 
" ","12480"," ","Shandaken, NY",62.738,0 
" ","12482"," ","South Cairo, NY",656.334,0 
" ","12483"," ","Spring Glen, NY (PO Boxes)",53.052,0 
" ","12485"," ","Tannersville, NY",834.896,0 
" ","12492"," ","West Kill, NY",261.569,0 
" ","12496"," ","Windham, NY",1577.133,0 
" ","12566"," ","Pine Bush, NY",554.639,0 
" ","12701"," ","Monticello, NY",10923.008,0.001 
" ","12719"," ","Barryville, NY",1164.259,0 
" ","12720"," ","Bethel, NY",165.909,0 
" ","12721"," ","Bloomingburg, NY",4902.042,0 
" ","12722"," ","Burlingham, NY (PO Boxes)",152.405,0 
" ","12723"," ","Callicoon, NY",1761.34,0 
" ","12724"," ","Callicoon Center, NY (PO Boxes)",236.324,0 
" ","12725"," ","Claryville, NY",77.167,0 
" ","12726"," ","Cochecton, NY",1120.853,0 
" ","12729"," ","Cuddebackville, NY",88.742,0 
" ","12732"," ","Eldred, NY",758.167,0 
" ","12733"," ","Fallsburg, NY",1394.796,0 
" ","12734"," ","Ferndale, NY",836.299,0 
" ","12736"," ","Fremont Center, NY",113.822,0 
" ","12737"," ","Glen Spey, NY",1842.365,0 
" ","12738"," ","Glen Wild, NY",308.669,0 
" ","12740"," ","Grahamsville, NY",1494.149,0 
" ","12741"," ","Hankins, NY",338.571,0 
" ","12742"," ","Harris, NY",174.591,0 
" ","12743"," ","Highland Lake, NY",375.225,0 
" ","12745"," ","Hortonville, NY",171.697,0 
" ","12747"," ","Hurleyville, NY",1653.306,0 
" ","12748"," ","Jeffersonville, NY",2002.487,0 
" ","12749"," ","Kauneonga Lake, NY (PO Boxes)",289.377,0 
" ","12750"," ","Kenoza Lake, NY",180.378,0 
" ","12751"," ","Kiamesha Lake, NY",1016.677,0 
" ","12752"," ","Lake Huntington, NY",233.431,0 
" ","12754"," ","Liberty, NY",6965.299,0 
" ","12758"," ","Livingston Manor, NY",3822.541,0 
" ","12759"," ","Loch Sheldrake, NY",1590.608,0 
" ","12760"," ","Long Eddy, NY",460.682,0 
" ","12762"," ","Mongaup Valley, NY",493.87,0 
" ","12763"," ","Mountain Dale, NY",908.643,0 
" ","12764"," ","Narrowsburg, NY",1738.19,0 
" ","12765"," ","Neversink, NY",853.661,0 
" ","12766"," ","North Branch, NY",421.525,0 
" ","12767"," ","Obernburg, NY (PO Boxes)",121.538,0 
" ","12768"," ","Parksville, NY",1090.95,0 
" ","12769"," ","Phillipsport, NY (PO Boxes)",244.041,0 
" ","12770"," ","Pond Eddy, NY",285.518,0 
" ","12775"," ","Rock Hill, NY",2215.661,0 
" ","12776"," ","Roscoe, NY",2091.477,0 
" ","12777"," ","Forestburgh, NY",736.946,0 
" ","12778"," ","Smallwood, NY",610.585,0 
" ","12779"," ","South Fallsburg, NY",2372.889,0 
" ","12780"," ","Sparrow Bush, NY",41.477,0 
" ","12781"," ","Summitville, NY (PO Boxes)",296.129,0 
" ","12783"," ","Swan Lake, NY",1608.935,0 
" ","12784"," ","Thompsonville, NY (PO Boxes)",90.671,0 
" ","12785"," ","Westbrookville, NY",507.374,0 
" ","12786"," ","White Lake, NY",641.452,0 
" ","12787"," ","White Sulphur Springs, NY",435.994,0 
" ","12788"," ","Woodbourne, NY",2805.025,0 
" ","12789"," ","Woodridge, NY",1772.915,0 
" ","12790"," ","Wurtsboro, NY",4358.014,0 
" ","12791"," ","Youngsville, NY",710.902,0 
" ","12792"," ","Yulan, NY",323.137,0 
" ","12808"," ","Adirondack, NY",1.936,0 
" ","12812"," ","Blue Mountain Lake, NY",140.881,0 
" ","12836"," ","Hague, NY",12.581,0 
" ","12842"," ","Indian Lake, NY",1095.114,0 
" ","12847"," ","Long Lake, NY",566.341,0 
" ","12851"," ","Minerva, NY",354.212,0 
" ","12852"," ","Newcomb, NY",421.958,0 
" ","12853"," ","North Creek, NY",56.132,0 
" ","12855"," ","North Hudson, NY",250.658,0 
" ","12857"," ","Olmstedville, NY",435.507,0 
" ","12858"," ","Paradox, NY",57.1,0 
