"cbsa","zcta5","cbsaname15","zipname","pop16","afact"
"CBSA (current)","ZIP census tabulation area","2015 CBSA name","ZCTA name","Population (2016 est.)","cbsa to zcta5 allocation factor"
" ","50511"," ","Algona, IA",6940.013,0 
" ","50514"," ","Armstrong, IA",1366.993,0 
" ","50515"," ","Ayrshire, IA",256.4,0 
" ","50516"," ","Badger, IA",52.195,0 
" ","50517"," ","Bancroft, IA",1021.992,0 
" ","50519"," ","Bode, IA",604.299,0 
" ","50520"," ","Bradgate, IA",139.114,0 
" ","50522"," ","Burt, IA",833.346,0 
" ","50524"," ","Clare, IA",9.42,0 
" ","50525"," ","Clarion, IA",3461.12,0 
" ","50527"," ","Curlew, IA",214.147,0 
" ","50528"," ","Cylinder, IA",367.795,0 
" ","50529"," ","Dakota City, IA",809.029,0 
" ","50531"," ","Dolliver, IA",226.872,0 
" ","50532"," ","Duncombe, IA",11.543,0 
" ","50533"," ","Eagle Grove, IA",3953.806,0 
" ","50535"," ","Early, IA",844.47,0 
" ","50536"," ","Emmetsburg, IA",4360.729,0 
" ","50538"," ","Farnhamville, IA",507.064,0 
" ","50539"," ","Fenton, IA",549.592,0 
" ","50540"," ","Fonda, IA",971.332,0 
" ","50541"," ","Gilmore City, IA",833.493,0 
" ","50542"," ","Goldfield, IA",901.333,0 
" ","50545"," ","Hardy, IA",198.149,0 
" ","50546"," ","Havelock, IA",325.931,0 
" ","50548"," ","Humboldt, IA",5613.907,0 
" ","50551"," ","Jolley, IA",160.876,0 
" ","50554"," ","Laurens, IA",1521.655,0 
" ","50556"," ","Ledyard, IA",283.941,0 
" ","50558"," ","Livermore, IA",597.697,0 
" ","50559"," ","Lone Rock, IA",338.395,0 
" ","50560"," ","Lu Verne, IA",573.268,0 
" ","50561"," ","Lytton, IA",506.809,0 
" ","50562"," ","Mallard, IA",505.621,0 
" ","50563"," ","Manson, IA",2511.899,0 
" ","50567"," ","Nemaha, IA",215.65,0 
" ","50568"," ","Newell, IA",41.031,0 
" ","50570"," ","Ottosen, IA",240.114,0 
" ","50571"," ","Palmer, IA",371.147,0 
" ","50573"," ","Plover, IA",64.056,0 
" ","50574"," ","Pocahontas, IA",2054.496,0 
" ","50575"," ","Pomeroy, IA",975.358,0 
" ","50577"," ","Renwick, IA",396.249,0 
" ","50578"," ","Ringsted, IA",605.937,0 
" ","50579"," ","Rockwell City, IA",2448.772,0 
" ","50581"," ","Rolfe, IA",938.723,0 
" ","50582"," ","Rutland, IA",226.18,0 
" ","50583"," ","Sac City, IA",2724.249,0 
" ","50586"," ","Somers, IA",299.351,0 
" ","50590"," ","Swea City, IA",854.739,0 
" ","50591"," ","Thor, IA",291.908,0 
" ","50593"," ","Varina, IA",60.288,0 
" ","50595"," ","Webster City, IA",8815.896,0 
" ","50597"," ","West Bend, IA",1244.549,0 
" ","50598"," ","Whittemore, IA",885.945,0 
" ","50599"," ","Woolstock, IA",366.952,0 
" ","50601"," ","Ackley, IA",2236.423,0 
" ","50602"," ","Allison, IA",1594.805,0 
" ","50603"," ","Alta Vista, IA",604.808,0 
" ","50604"," ","Aplington, IA",1718.172,0 
" ","50605"," ","Aredale, IA",164.753,0 
" ","50606"," ","Arlington, IA",850.157,0 
" ","50607"," ","Aurora, IA",476.756,0 
" ","50609"," ","Beaman, IA",6.823,0 
" ","50611"," ","Bristow, IA",389.996,0 
" ","50612"," ","Buckingham, IA",310.956,0 
" ","50613"," ","Cedar Falls, IA",43.775,0 
" ","50616"," ","Charles City, IA",10070.557,0.001 
" ","50619"," ","Clarksville, IA",2397.68,0 
" ","50620"," ","Colwell, IA",52.576,0 
" ","50625"," ","Dumont, IA",996.181,0 
" ","50627"," ","Eldora, IA",3295.084,0 
" ","50628"," ","Elma, IA",1341.692,0 
" ","50629"," ","Fairbank, IA",1965.887,0 
" ","50630"," ","Fredericksburg, IA",1611.25,0 
" ","50632"," ","Garwin, IA",959.188,0 
" ","50633"," ","Geneva, IA",355.188,0 
" ","50635"," ","Gladbrook, IA",1545.034,0 
" ","50636"," ","Greene, IA",1965.595,0 
" ","50641"," ","Hazleton, IA",2020.272,0 
" ","50644"," ","Independence, IA",8662.03,0 
" ","50645"," ","Ionia, IA",1113.671,0 
" ","50648"," ","Jesup, IA",3244.255,0 
" ","50650"," ","Lamont, IA",733.377,0 
" ","50652"," ","Lincoln, IA",124.772,0 
" ","50653"," ","Marble Rock, IA",622.146,0 
" ","50654"," ","Masonville, IA",491.864,0 
" ","50655"," ","Maynard, IA",838.465,0 
" ","50658"," ","Nashua, IA",2435.684,0 
" ","50659"," ","New Hampton, IA",5304.464,0 
" ","50660"," ","New Hartford, IA",1194.86,0 
" ","50662"," ","Oelwein, IA",6953.811,0 
" ","50664"," ","Oran, IA (PO Boxes)",50.903,0 
" ","50665"," ","Parkersburg, IA",2482.246,0 
" ","50666"," ","Plainfield, IA",110.433,0 
" ","50669"," ","Reinbeck, IA",196.907,0 
" ","50670"," ","Shell Rock, IA",1988.781,0 
" ","50671"," ","Stanley, IA",265.442,0 
" ","50672"," ","Steamboat Rock, IA",553.11,0 
" ","50674"," ","Sumner, IA",512.422,0 
" ","50675"," ","Traer, IA",2371.651,0 
" ","50681"," ","Westgate, IA",438.921,0 
" ","50682"," ","Winthrop, IA",1574.55,0 
" ","50801"," ","Creston, IA",9480.434,0.001 
" ","50830"," ","Afton, IA",1727.147,0 
" ","50833"," ","Bedford, IA",2268.146,0 
" ","50835"," ","Benton, IA",90.87,0 
" ","50836"," ","Blockton, IA",450.101,0 
" ","50837"," ","Bridgewater, IA",347.368,0 
" ","50839"," ","Carbon, IA",31.165,0 
" ","50840"," ","Clearfield, IA",551.362,0 
" ","50841"," ","Corning, IA",2597.12,0 
" ","50842"," ","Cromwell, IA",104.045,0 
" ","50843"," ","Cumberland, IA",561.643,0 
" ","50845"," ","Diagonal, IA",801.195,0 
" ","50846"," ","Fontanelle, IA",1036.75,0 
" ","50847"," ","Grant, IA",82.828,0 
" ","50848"," ","Gravity, IA",371.956,0 
" ","50849"," ","Greenfield, IA",2529.56,0 
" ","50851"," ","Lenox, IA",2038.328,0 
" ","50853"," ","Massena, IA",661.522,0 
" ","50854"," ","Mount Ayr, IA",2274.723,0 
" ","50857"," ","Nodaway, IA",251.406,0 
" ","50858"," ","Orient, IA",734.865,0 
" ","50859"," ","Prescott, IA",535.383,0 
" ","50860"," ","Redding, IA",468.18,0 
" ","50861"," ","Shannon City, IA",271.342,0 
" ","50862"," ","Sharpsburg, IA",145.634,0 
" ","50863"," ","Tingley, IA",289.402,0 
" ","50864"," ","Villisca, IA",1962.96,0 
" ","51002"," ","Alta, IA",3.813,0 
" ","51003"," ","Alton, IA",1760.224,0 
" ","51005"," ","Aurelia, IA",1365.097,0 
" ","51006"," ","Battle Creek, IA",1011.933,0 
" ","51009"," ","Calumet, IA",159.694,0 
" ","51010"," ","Castana, IA",438.98,0 
" ","51011"," ","Chatsworth, IA",81.799,0 
" ","51012"," ","Cherokee, IA",6331.688,0 
" ","51014"," ","Cleghorn, IA",503.332,0 
" ","51016"," ","Correctionville, IA",39.413,0 
" ","51018"," ","Cushing, IA",89.665,0 
" ","51019"," ","Danbury, IA",88.874,0 
" ","51020"," ","Galva, IA",645.827,0 
" ","51022"," ","Granville, IA",794.702,0 
" ","51023"," ","Hawarden, IA",3221.21,0 
" ","51025"," ","Holstein, IA",1957.384,0 
" ","51026"," ","Hornick, IA",97.23,0 
" ","51027"," ","Ireton, IA",1195.917,0 
" ","51029"," ","Larrabee, IA",239.273,0 
" ","51034"," ","Mapleton, IA",1679.412,0 
" ","51035"," ","Marcus, IA",1606.277,0 
" ","51036"," ","Maurice, IA",751.719,0 
" ","51037"," ","Meriden, IA",306.956,0 
" ","51040"," ","Onawa, IA",3573.448,0 
" ","51041"," ","Orange City, IA",7223.132,0 
" ","51046"," ","Paullina, IA",1615.989,0 
" ","51047"," ","Peterson, IA",52.799,0 
" ","51048"," ","Pierson, IA",75.309,0 
" ","51049"," ","Quimby, IA",482.36,0 
" ","51051"," ","Rodney, IA",86.641,0 
" ","51053"," ","Schaller, IA",1108.794,0 
" ","51055"," ","Sloan, IA",175.207,0 
" ","51056"," ","Smithland, IA",14.44,0 
" ","51058"," ","Sutherland, IA",976.279,0 
" ","51060"," ","Ute, IA",594.103,0 
" ","51061"," ","Washta, IA",488.48,0 
" ","51063"," ","Whiting, IA",1058.942,0 
" ","51201"," ","Sheldon, IA",6072.95,0 
" ","51230"," ","Alvord, IA",468.901,0 
" ","51231"," ","Archer, IA",274.596,0 
" ","51232"," ","Ashton, IA",829.45,0 
" ","51234"," ","Boyden, IA",1312.92,0 
" ","51235"," ","Doon, IA",1095.651,0 
" ","51237"," ","George, IA",1728.44,0 
" ","51238"," ","Hospers, IA",1218.79,0 
" ","51239"," ","Hull, IA",3232.878,0 
" ","51240"," ","Inwood, IA",1774.95,0 
" ","51241"," ","Larchwood, IA",1762.948,0 
" ","51242"," ","Lester, IA",215.167,0 
" ","51243"," ","Little Rock, IA",816.453,0 
" ","51244"," ","Matlock, IA",81.799,0 
" ","51245"," ","Primghar, IA",1323.321,0 
" ","51246"," ","Rock Rapids, IA",3901.423,0 
" ","51247"," ","Rock Valley, IA",5041.808,0 
" ","51248"," ","Sanborn, IA",1806.692,0 
" ","51249"," ","Sibley, IA",3371.704,0 
" ","51250"," ","Sioux Center, IA",8541.23,0 
" ","51334"," ","Estherville, IA",7086.471,0 
" ","51342"," ","Graettinger, IA",1197.067,0 
" ","51345"," ","Harris, IA",371.61,0 
" ","51346"," ","Hartley, IA",2318.074,0 
" ","51350"," ","Melvin, IA",385.686,0 
" ","51354"," ","Ocheyedan, IA",1028.496,0 
" ","51358"," ","Ruthven, IA",1063.054,0 
" ","51360"," ","Spirit Lake, IA",90.083,0 
" ","51364"," ","Terril, IA",24.375,0 
" ","51365"," ","Wallingford, IA",424.682,0 
" ","51431"," ","Arthur, IA",387.535,0 
" ","51433"," ","Auburn, IA",655.793,0 
" ","51436"," ","Breda, IA",134.064,0 
" ","51439"," ","Charter Oak, IA",1037.446,0 
" ","51441"," ","Deloit, IA",349.779,0 
" ","51442"," ","Denison, IA",9748.229,0.001 
" ","51445"," ","Ida Grove, IA",2824.939,0 
" ","51446"," ","Irwin, IA",495.586,0 
" ","51447"," ","Kirkman, IA",221.123,0 
" ","51448"," ","Kiron, IA",602.839,0 
" ","51449"," ","Lake City, IA",2106.657,0 
" ","51450"," ","Lake View, IA",1510.503,0 
" ","51453"," ","Lohrville, IA",658.776,0 
" ","51454"," ","Manilla, IA",1328.584,0 
" ","51455"," ","Manning, IA",361.56,0 
" ","51458"," ","Odebolt, IA",1399.816,0 
" ","51461"," ","Schleswig, IA",1154.369,0 
" ","51462"," ","Scranton, IA",977.736,0 
" ","51465"," ","Vail, IA",726.311,0 
" ","51466"," ","Wall Lake, IA",1041.99,0 
" ","51467"," ","Westside, IA",514.264,0 
" ","51520"," ","Arion, IA",230.874,0 
" ","51521"," ","Avoca, IA",146.445,0 
" ","51523"," ","Blencoe, IA",329.235,0 
" ","51527"," ","Defiance, IA",514.96,0 
" ","51528"," ","Dow City, IA",922.505,0 
" ","51529"," ","Dunlap, IA",330.564,0 
" ","51530"," ","Earling, IA",828.24,0 
" ","51531"," ","Elk Horn, IA",882.994,0 
" ","51532"," ","Elliott, IA",550.219,0 
" ","51533"," ","Emerson, IA",225.635,0 
" ","51535"," ","Griswold, IA",1525.367,0 
" ","51537"," ","Harlan, IA",6500.814,0 
" ","51541"," ","Henderson, IA",16.185,0 
" ","51543"," ","Kimballton, IA",414.772,0 
" ","51544"," ","Lewis, IA",637.298,0 
" ","51545"," ","Little Sioux, IA",23.104,0 
" ","51552"," ","Marne, IA",285.528,0 
" ","51557"," ","Mondamin, IA",38.18,0 
" ","51558"," ","Moorhead, IA",478.449,0 
" ","51562"," ","Panama, IA",435.457,0 
" ","51565"," ","Portsmouth, IA",423.819,0 
" ","51566"," ","Red Oak, IA",6686.222,0 
" ","51570"," ","Shelby, IA",790.417,0 
" ","51572"," ","Soldier, IA",383.144,0 
" ","51573"," ","Stanton, IA",1040.589,0 
" ","51577"," ","Walnut, IA",148.385,0 
" ","51578"," ","Westphalia, IA",76.617,0 
" ","51601"," ","Shenandoah, IA",5812.467,0 
" ","51630"," ","Blanchard, IA",167.125,0 
" ","51631"," ","Braddyville, IA",295.609,0 
" ","51632"," ","Clarinda, IA",7049.361,0 
" ","51636"," ","Coin, IA",391.247,0 
" ","51637"," ","College Springs, IA",206.733,0 
" ","51638"," ","Essex, IA",1254.792,0 
" ","51639"," ","Farragut, IA",742.541,0 
" ","51640"," ","Hamburg, IA",1632.624,0 
" ","51645"," ","Imogene, IA",174.661,0 
" ","51646"," ","New Market, IA",750.801,0 
" ","51647"," ","Northboro, IA",136.212,0 
" ","51648"," ","Percival, IA",238.174,0 
" ","51649"," ","Randolph, IA",306.357,0 
" ","51650"," ","Riverton, IA",345.585,0 
" ","51652"," ","Sidney, IA",1665.347,0 
" ","51653"," ","Tabor, IA",1132.025,0 
" ","51654"," ","Thurman, IA",491.291,0 
" ","51656"," ","Yorktown, IA",68.589,0 
" ","52030"," ","Andrew, IA",425.778,0 
" ","52031"," ","Bellevue, IA",4565.835,0 
" ","52032"," ","Bernard, IA",653.383,0 
" ","52035"," ","Colesburg, IA",983.024,0 
" ","52037"," ","Delmar, IA",18.64,0 
" ","52038"," ","Dundee, IA",478.921,0 
" ","52040"," ","Dyersville, IA",859.327,0 
" ","52041"," ","Earlville, IA",1568.443,0 
" ","52042"," ","Edgewood, IA",1943.487,0 
" ","52043"," ","Elkader, IA",2251.993,0 
" ","52044"," ","Elkport, IA",148.451,0 
" ","52047"," ","Farmersburg, IA",550.142,0 
" ","52048"," ","Garber, IA",323.099,0 
" ","52049"," ","Garnavillo, IA",1232.241,0 
" ","52050"," ","Greeley, IA",502.187,0 
" ","52052"," ","Guttenberg, IA",2895.282,0 
" ","52053"," ","Holy Cross, IA",203.756,0 
" ","52054"," ","La Motte, IA",826.049,0 
" ","52057"," ","Manchester, IA",8019.736,0 
" ","52060"," ","Maquoketa, IA",8340.938,0 
" ","52064"," ","Miles, IA",765.224,0 
" ","52065"," ","New Vienna, IA",137.531,0 
" ","52066"," ","North Buena Vista, IA",77.621,0 
" ","52069"," ","Preston, IA",1470.603,0 
" ","52070"," ","Sabula, IA",985.961,0 
" ","52072"," ","Saint Olaf, IA",369.672,0 
" ","52073"," ","Sherrill, IA",29.108,0 
" ","52074"," ","Spragueville, IA",304.127,0 
" ","52076"," ","Strawberry Point, IA",2227.369,0 
" ","52077"," ","Volga, IA",386.167,0 
" ","52078"," ","Worthington, IA",227.268,0 
" ","52079"," ","Zwingle, IA",447.362,0 
" ","52101"," ","Decorah, IA",13537.778,0.001 
" ","52132"," ","Calmar, IA",1892.416,0 
" ","52133"," ","Castalia, IA",543.614,0 
" ","52134"," ","Chester, IA",278.028,0 
" ","52135"," ","Clermont, IA",829.821,0 
" ","52136"," ","Cresco, IA",5821.599,0 
" ","52140"," ","Dorchester, IA",515.998,0 
" ","52141"," ","Elgin, IA",1381.073,0 
" ","52142"," ","Fayette, IA",1796.984,0 
" ","52144"," ","Fort Atkinson, IA",1230.601,0 
" ","52146"," ","Harpers Ferry, IA",1006.663,0 
" ","52147"," ","Hawkeye, IA",1008.463,0 
" ","52151"," ","Lansing, IA",2071.458,0 
" ","52154"," ","Lawler, IA",961.895,0 
" ","52155"," ","Lime Springs, IA",1290.637,0 
" ","52156"," ","Luana, IA",639.266,0 
" ","52157"," ","Mc Gregor, IA",1773.651,0 
" ","52158"," ","Marquette, IA",304.664,0 
" ","52159"," ","Monona, IA",2260.202,0 
" ","52160"," ","New Albin, IA",840.016,0 
" ","52161"," ","Ossian, IA",1468.335,0 
" ","52162"," ","Postville, IA",3184.691,0 
" ","52163"," ","Protivin, IA",269.249,0 
" ","52164"," ","Randalia, IA",203.613,0 
" ","52165"," ","Ridgeway, IA",980.397,0 
" ","52166"," ","St. Lucas, IA",99.886,0 
" ","52168"," ","Spillville, IA",183.58,0 
" ","52169"," ","Wadena, IA",414.91,0 
" ","52170"," ","Waterville, IA",580.357,0 
" ","52171"," ","Waucoma, IA",1009.48,0 
" ","52172"," ","Waukon, IA",6107.392,0 
" ","52175"," ","West Union, IA",3353.859,0 
" ","52203"," ","Amana, IA",1779.2,0 
" ","52207"," ","Baldwin, IA",341.407,0 
" ","52208"," ","Belle Plaine, IA",231.975,0 
" ","52210"," ","Brandon, IA",698.131,0 
" ","52211"," ","Brooklyn, IA",2571.143,0 
" ","52215"," ","Chelsea, IA",822.235,0 
" ","52216"," ","Clarence, IA",1396.594,0 
" ","52217"," ","Clutier, IA",575.123,0 
" ","52218"," ","Coggon, IA",294.629,0 
" ","52220"," ","Conroy, IA",236.362,0 
" ","52221"," ","Guernsey, IA",216.967,0 
" ","52222"," ","Deep River, IA",696.83,0 
" ","52223"," ","Delhi, IA",1317.765,0 
" ","52224"," ","Dysart, IA",1687.352,0 
" ","52225"," ","Elberon, IA",365.544,0 
" ","52231"," ","Harper, IA",315.767,0 
" ","52232"," ","Hartwick, IA",174.414,0 
" ","52236"," ","Homestead, IA",590.407,0 
" ","52237"," ","Hopkinton, IA",1469.927,0 
" ","52248"," ","Keota, IA",1302.541,0 
" ","52251"," ","Ladora, IA",588.413,0 
" ","52253"," ","Lisbon, IA",581.582,0 
" ","52255"," ","Lowden, IA",1205.061,0 
" ","52301"," ","Marengo, IA",3819.696,0 
" ","52306"," ","Mechanicsville, IA",1598.103,0 
" ","52307"," ","Middle Amana, IA",89.758,0 
" ","52308"," ","Millersburg, IA",131.645,0 
" ","52309"," ","Monmouth, IA",314.919,0 
" ","52310"," ","Monticello, IA",4.877,0 
" ","52316"," ","North English, IA",1654.191,0 
" ","52318"," ","Norway, IA",102.723,0 
" ","52320"," ","Olin, IA",68.832,0 
" ","52323"," ","Oxford Junction, IA",21.946,0 
" ","52325"," ","Parnell, IA",826.77,0 
" ","52326"," ","Quasqueton, IA",547.887,0 
" ","52329"," ","Rowley, IA",804.303,0 
" ","52330"," ","Ryan, IA",877.86,0 
" ","52333"," ","Solon, IA",37.908,0 
" ","52334"," ","South Amana, IA",310.163,0 
" ","52335"," ","South English, IA",682.558,0 
" ","52337"," ","Stanwood, IA",842.944,0 
" ","52339"," ","Tama, IA",4390.511,0 
" ","52342"," ","Toledo, IA",3191.445,0 
" ","52347"," ","Victor, IA",1401.145,0 
" ","52348"," ","Vining, IA",49.714,0 
" ","52352"," ","Walker, IA",419.68,0 
" ","52355"," ","Webster, IA",267.292,0 
" ","52356"," ","Wellman, IA",219.408,0 
" ","52358"," ","West Branch, IA",3440.61,0 
" ","52361"," ","Williamsburg, IA",4514.821,0 
" ","52531"," ","Albia, IA",5901.019,0 
" ","52535"," ","Birmingham, IA",802.019,0 
" ","52536"," ","Blakesburg, IA",114.545,0 
" ","52542"," ","Cantril, IA",420.133,0 
" ","52544"," ","Centerville, IA",7588.214,0 
" ","52549"," ","Cincinnati, IA",736.87,0 
" ","52550"," ","Delta, IA",563.183,0 
" ","52551"," ","Douds, IA",660.825,0 
" ","52553"," ","Eddyville, IA",179.716,0 
" ","52554"," ","Eldon, IA",15.368,0 
" ","52555"," ","Exline, IA",332.655,0 
" ","52561"," ","Fremont, IA",8.664,0 
" ","52563"," ","Hedrick, IA",1227.45,0 
" ","52565"," ","Keosauqua, IA",1946.938,0 
" ","52567"," ","Libertyville, IA",23.052,0 
" ","52569"," ","Melrose, IA",601.947,0 
" ","52570"," ","Milton, IA",814.506,0 
" ","52571"," ","Moravia, IA",1364.787,0 
" ","52572"," ","Moulton, IA",1006.669,0 
" ","52573"," ","Mount Sterling, IA",157.048,0 
" ","52574"," ","Mystic, IA",798.759,0 
" ","52576"," ","Ollie, IA",546.817,0 
" ","52581"," ","Plano, IA",295.713,0 
" ","52583"," ","Promise City, IA",344.617,0 
" ","52585"," ","Richland, IA",779.792,0 
" ","52588"," ","Selma, IA",90.287,0 
" ","52590"," ","Seymour, IA",1252.935,0 
" ","52591"," ","Sigourney, IA",2915.073,0 
" ","52593"," ","Udell, IA",137.317,0 
" ","52594"," ","Unionville, IA",294.941,0 
" ","52620"," ","Bonaparte, IA",900.951,0 
" ","52621"," ","Crawfordsville, IA",70.451,0 
" ","52623"," ","Danville, IA",303.294,0 
" ","52626"," ","Farmington, IA",822.19,0 
" ","52630"," ","Hillsboro, IA",343.313,0 
" ","52635"," ","Lockridge, IA",9.815,0 
" ","52640"," ","Morning Sun, IA",1236.804,0 
" ","52641"," ","Mount Pleasant, IA",12028.698,0.001 
" ","52644"," ","Mount Union, IA",357.278,0 
" ","52645"," ","New London, IA",2868.042,0 
" ","52646"," ","Oakville, IA",250.492,0 
" ","52647"," ","Olds, IA",224.771,0 
" ","52649"," ","Salem, IA",790.135,0 
" ","52651"," ","Stockport, IA",583.985,0 
" ","52653"," ","Wapello, IA",3493.189,0 
" ","52654"," ","Wayland, IA",1488.005,0 
" ","52656"," ","West Point, IA",26.501,0 
" ","52659"," ","Winfield, IA",1524.038,0 
" ","52720"," ","Atalissa, IA",225.45,0 
" ","52721"," ","Bennett, IA",796.059,0 
" ","52731"," ","Charlotte, IA",11.773,0 
" ","52737"," ","Columbus City, IA",375.738,0 
" ","52738"," ","Columbus Junction, IA",3490.253,0 
" ","52739"," ","Conesville, IA",204.503,0 
" ","52747"," ","Durant, IA",1894.381,0 
" ","52752"," ","Grandview, IA",503.919,0 
" ","52754"," ","Letts, IA",794.529,0 
" ","52755"," ","Lone Tree, IA",69.472,0 
" ","52760"," ","Moscow, IA",131.679,0 
" ","52761"," ","Muscatine, IA",561.65,0 
" ","52765"," ","New Liberty, IA",64.842,0 
" ","52772"," ","Tipton, IA",5016.767,0 
" ","52776"," ","West Liberty, IA",312.239,0 
" ","52777"," ","Wheatland, IA",25.937,0 
" ","52778"," ","Wilton, IA",793.066,0 
" ","53504"," ","Argyle, WI",1510.516,0 
" ","53510"," ","Belmont, WI",1474.694,0 
" ","53516"," ","Blanchardville, WI",1103.533,0 
" ","53518"," ","Blue River, WI",786.69,0 
" ","53522"," ","Browntown, WI",72.64,0 
" ","53530"," ","Darlington, WI",4543.49,0 
" ","53540"," ","Gotham, WI",163.889,0 
" ","53541"," ","Gratiot, WI",856.755,0 
" ","53556"," ","Lone Rock, WI",2212.987,0 
" ","53565"," ","Mineral Point, WI",584.106,0 
" ","53573"," ","Muscoda, WI",710.832,0 
" ","53581"," ","Richland Center, WI",10375.436,0.001 
" ","53586"," ","Shullsburg, WI",2272.74,0 
" ","53587"," ","South Wayne, WI",1283.64,0 
" ","53599"," ","Woodford, WI",68.66,0 
" ","53803"," ","Benton, WI",1299.562,0 
" ","53805"," ","Boscobel, WI",579.531,0 
" ","53807"," ","Cuba City, WI",901.533,0 
" ","53811"," ","Hazel Green, WI",110.453,0 
" ","53818"," ","Platteville, WI",670.677,0 
" ","53821"," ","Prairie du Chien, WI",8053.615,0 
" ","53826"," ","Wauzeka, WI",1306.151,0 
" ","53901"," ","Portage, WI",51.84,0 
" ","53910"," ","Adams, WI",3372.553,0 
" ","53920"," ","Briggsville, WI",403.152,0 
" ","53923"," ","Cambria, WI",229.922,0 
" ","53924"," ","Cazenovia, WI",1280.08,0 
" ","53926"," ","Dalton, WI",1306.808,0 
" ","53929"," ","Elroy, WI",2759.474,0 
" ","53930"," ","Endeavor, WI",1256.887,0 
" ","53934"," ","Friendship, WI",4226.267,0 
" ","53936"," ","Grand Marsh, WI",1547.837,0 
" ","53937"," ","Hillpoint, WI",150.312,0 
" ","53939"," ","Kingston, WI",239.748,0 
" ","53941"," ","La Valle, WI",47.298,0 
" ","53944"," ","Lyndon Station, WI",2018.045,0 
" ","53946"," ","Markesan, WI",4229.955,0 
" ","53947"," ","Marquette, WI",134.613,0 
" ","53948"," ","Mauston, WI",8290.933,0 
" ","53949"," ","Montello, WI",5879.642,0 
" ","53950"," ","New Lisbon, WI",5369.3,0 
" ","53952"," ","Oxford, WI",4239.175,0 
" ","53953"," ","Packwaukee, WI",275.831,0 
" ","53954"," ","Pardeeville, WI",127.156,0 
" ","53956"," ","Randolph, WI",56.989,0 
" ","53964"," ","Westfield, WI",3524.139,0 
" ","53965"," ","Wisconsin Dells, WI",3598.476,0 
" ","53968"," ","Wonewoc, WI",1801.375,0 
" ","54001"," ","Amery, WI",8021.435,0 
" ","54004"," ","Clayton, WI",2285.241,0 
" ","54005"," ","Clear Lake, WI",2690.251,0 
" ","54006"," ","Cushing, WI",730.831,0 
" ","54007"," ","Deer Park, WI",303.939,0 
" ","54009"," ","Dresser, WI",2467.907,0 
" ","54017"," ","New Richmond, WI",141.642,0 
" ","54020"," ","Osceola, WI",7047.65,0 
" ","54024"," ","Saint Croix Falls, WI",4732.204,0 
" ","54026"," ","Star Prairie, WI",1120.345,0 
" ","54103"," ","Armstrong Creek, WI",399.424,0 
" ","54104"," ","Athelstane, WI",5.845,0 
" ","54125"," ","Goodman, WI",1.948,0 
" ","54170"," ","Shiocton, WI",7.866,0 
" ","54201"," ","Algoma, WI",153.895,0 
" ","54202"," ","Baileys Harbor, WI",1231.164,0 
" ","54204"," ","Brussels, WI",1806.038,0 
" ","54205"," ","Casco, WI",64.537,0 
" ","54209"," ","Egg Harbor, WI",1186.484,0 
" ","54210"," ","Ellison Bay, WI",890.608,0 
" ","54211"," ","Ephraim, WI",275.026,0 
" ","54212"," ","Fish Creek, WI",989.895,0 
" ","54213"," ","Forestville, WI",1202.37,0 
" ","54217"," ","Luxemburg, WI",401.121,0 
" ","54234"," ","Sister Bay, WI",1602.498,0 
" ","54235"," ","Sturgeon Bay, WI",17080.409,0.001 
" ","54246"," ","Washington Island, WI",702.955,0 
" ","54405"," ","Abbotsford, WI",1892.715,0 
" ","54408"," ","Aniwa, WI",43.297,0 
" ","54409"," ","Antigo, WI",12507.072,0.001 
" ","54411"," ","Athens, WI",134.357,0 
" ","54418"," ","Bryant, WI",1039.129,0 
" ","54420"," ","Chili, WI",1255.169,0 
" ","54421"," ","Colby, WI",2143.749,0 
" ","54422"," ","Curtiss, WI",1201.807,0 
" ","54424"," ","Deerbrook, WI",1588.52,0 
" ","54425"," ","Dorchester, WI",1599.742,0 
" ","54428"," ","Elcho, WI",1084.833,0 
" ","54430"," ","Elton, WI",129.891,0 
" ","54433"," ","Gilman, WI",1625.122,0 
" ","54435"," ","Gleason, WI",398.333,0 
" ","54436"," ","Granton, WI",2194.554,0 
" ","54437"," ","Greenwood, WI",3065.203,0 
" ","54446"," ","Loyal, WI",3111.027,0 
" ","54447"," ","Lublin, WI",491.982,0 
" ","54449"," ","Marshfield, WI",7.969,0 
" ","54451"," ","Medford, WI",11569.488,0.001 
" ","54456"," ","Neillsville, WI",6061.67,0 
" ","54457"," ","Nekoosa, WI",2978.128,0 
" ","54459"," ","Ogema, WI",1095.947,0 
" ","54460"," ","Owen, WI",2733.632,0 
" ","54462"," ","Pearson, WI",334.83,0 
" ","54463"," ","Pelican Lake, WI",676.457,0 
" ","54465"," ","Pickerel, WI",518.632,0 
" ","54466"," ","Pittsville, WI",298.645,0 
" ","54470"," ","Rib Lake, WI",2042.479,0 
" ","54479"," ","Spencer, WI",1100.763,0 
" ","54480"," ","Stetsonville, WI",1278.364,0 
" ","54485"," ","Summit Lake, WI",309.814,0 
" ","54486"," ","Tigerton, WI",187.804,0 
" ","54487"," ","Tomahawk, WI",1754.436,0 
" ","54488"," ","Unity, WI",698.312,0 
" ","54490"," ","Westboro, WI",881.577,0 
" ","54491"," ","White Lake, WI",1520.207,0 
" ","54493"," ","Willard, WI",665.439,0 
" ","54494"," ","Wisconsin Rapids, WI",33.649,0 
